user_id,steam_id,playtime_forever,id
76561198043659863,76561198043659863,905,17390
jelley_,76561198043660801,0,0
76561198043663233,76561198043663233,119,220
76561198043664811,76561198043664811,0,0
76561198043667183,76561198043667183,10656,240
TheMikkyW,76561198043671763,1,240
ilikecarpet,76561198043672877,1951,240
axzalar,76561198043679904,1304,4000
76561198043681630,76561198043681630,0,0
76561198043682868,76561198043682868,39,240
rhyke_2303,76561198043684494,441,97330
76561198043684610,76561198043684610,0,20
dcently,76561198043686676,303,220
76561198043686730,76561198043686730,32,400
76561198043687452,76561198043687452,0,0
quantummagnum,76561198043689542,2222,240
Riverjelly,76561198043689614,2201,10
76561198043690345,76561198043690345,1745,550
zombifiedddd,76561198043690384,0,0
76561198043691770,76561198043691770,870,4000
gtrfreak17,76561198043694098,0,0
76561198043699745,76561198043699745,7037,4000
MASTERJEDIx501x,76561198043704717,0,0
76561198043707981,76561198043707981,772,4000
76561198043713459,76561198043713459,0,4000
76561198043716543,76561198043716543,0,0
76561198043717627,76561198043717627,620,220
voldemosh,76561198043718481,13,240
76561198043718631,76561198043718631,0,0
76561198043718671,76561198043718671,596,240
taco_of_FINC,76561198043719447,0,0
76561198043721371,76561198043721371,350,4000
76561198043722557,76561198043722557,2270,240
NaviaGames,76561198043724279,0,240
76561198043728080,76561198043728080,133,240
76561198043733532,76561198043733532,426,4540
jrauw2325,76561198043734780,9,4540
Red_Kn1ght,76561198043735666,1,240
76561198043737152,76561198043737152,718,4000
76561198043737314,76561198043737314,0,205790
stennicat,76561198043739342,0,4000
76561198043743452,76561198043743452,893,400
76561198043746288,76561198043746288,564,10150
76561198043753683,76561198043753683,2761,300
76561198043757053,76561198043757053,0,0
76561198043757230,76561198043757230,87,6060
76561198043766755,76561198043766755,374,4000
76561198043770221,76561198043770221,169,220
76561198043777481,76561198043777481,446,550
generalstubbs,76561198043777577,9792,300
76561198043778593,76561198043778593,685,4000
Clown_Prince_Of_Crimes,76561198043779661,14177,4000
magmantis,76561198043780857,766,4000
76561198043780994,76561198043780994,502,1510
Flibbertigibbet,76561198043781501,1300,550
76561198043781533,76561198043781533,1573,220
76561198043782605,76561198043782605,0,4000
RaggedyAlmond83,76561198043782921,3,20
76561198043782939,76561198043782939,0,4000
76561198043785177,76561198043785177,0,220
Fallingout,76561198043785329,392,300
76561198043786095,76561198043786095,80,220
SirL4G4L0T,76561198043786127,0,3920
76561198043786389,76561198043786389,0,0
76561198043786573,76561198043786573,123,4000
76561198043787786,76561198043787786,78,17410
76561198043788264,76561198043788264,314,1250
sauceallovermygrill,76561198043790815,280,240
bruxozi,76561198043791874,173,4000
Psypsynot,76561198043792499,11,4000
76561198043794090,76561198043794090,0,38600
76561198043794449,76561198043794449,0,95300
zuesbrah,76561198043794619,1566,240
76561198043795163,76561198043795163,11,38400
76561198043795173,76561198043795173,11049,240
thenice1,76561198043795840,255,31280
76561198043797546,76561198043797546,530,240
Jabberwokie33,76561198043797595,928,4700
76561198043797788,76561198043797788,196,240
ToiBoi,76561198043798067,0,0
nickt134,76561198043798712,0,0
76561198043800265,76561198043800265,156,7670
76561198043801310,76561198043801310,1615,4000
76561198043801507,76561198043801507,1689,240
cheung089,76561198043802392,180,36000
FreezyFluff,76561198043802841,158,4000
76561198043803126,76561198043803126,465,4000
iberious,76561198043804222,0,4000
76561198043805792,76561198043805792,1477,1250
76561198043805921,76561198043805921,12,227940
76561198043807734,76561198043807734,4850,550
South393,76561198043807789,1,240
76561198043808324,76561198043808324,2615,730
76561198043809073,76561198043809073,239,61600
76561198043809920,76561198043809920,665,4000
76561198043811581,76561198043811581,3032,550
76561198043813684,76561198043813684,20357,240
76561198043814583,76561198043814583,0,0
76561198043815190,76561198043815190,848,620
76561198043816164,76561198043816164,19,10
76561198043816454,76561198043816454,0,0
76561198043817265,76561198043817265,3331,42910
76561198043818764,76561198043818764,0,0
76561198043818962,76561198043818962,0,0
76561198043820254,76561198043820254,0,0
76561198043821212,76561198043821212,2314,4000
76561198043821276,76561198043821276,0,220
76561198043823130,76561198043823130,0,6060
marcymarc,76561198043823850,17,4000
ScemoChiLegge1,76561198043827326,7,320
76561198043827476,76561198043827476,1323,550
76561198043827614,76561198043827614,0,20
76561198043827667,76561198043827667,0,0
76561198043828070,76561198043828070,0,208090
76561198043829618,76561198043829618,16473,4000
76561198043830442,76561198043830442,3205,730
76561198043830700,76561198043830700,979,240
76561198043831228,76561198043831228,1,32380
75k12,76561198043835504,1290,4000
76561198043837484,76561198043837484,0,17470
HerbFreak,76561198043852756,294,240
76561198043853472,76561198043853472,0,0
76561198043860134,76561198043860134,8269,1250
76561198043863376,76561198043863376,3057,113400
76561198043863934,76561198043863934,0,205790
justjessqt,76561198043865363,259,2700
76561198043865423,76561198043865423,284,8190
76561198043871799,76561198043871799,58,4540
PR_JT,76561198043872163,56,9480
ItsWilloss,76561198043879715,210,300
76561198043882801,76561198043882801,483,41500
76561198043882993,76561198043882993,55,4700
76561198043884307,76561198043884307,504,4000
76561198043884499,76561198043884499,736,620
AZA5595,76561198043884837,905,500
76561198043887531,76561198043887531,1539,105600
MrDestroy12,76561198043889152,0,20
YayforQuads,76561198043889245,5635,240
76561198043891887,76561198043891887,0,12100
76561198043894526,76561198043894526,0,3920
76561198043895921,76561198043895921,201,4000
knator10,76561198043895991,0,240
76561198043897246,76561198043897246,0,3920
Peeko98,76561198043897365,330,4000
76561198043898011,76561198043898011,2526,91310
76561198043898487,76561198043898487,20475,240
76561198043898951,76561198043898951,0,2100
76561198043899556,76561198043899556,808,400
invantage,76561198043900682,2048,4000
drycows,76561198043900949,31,220
Platinite,76561198043901645,9,240
76561198043901919,76561198043901919,0,24780
Dogkickerr,76561198043901927,0,0
76561198043902766,76561198043902766,5,320
kit24,76561198043902913,0,0
76561198043903003,76561198043903003,0,0
76561198043903596,76561198043903596,170,240
76561198043904349,76561198043904349,261,240
76561198043904527,76561198043904527,8790,4000
CampbellNeave,76561198043904995,312,550
76561198043905196,76561198043905196,111,13240
76561198043905229,76561198043905229,0,240
76561198043905413,76561198043905413,182,240
76561198043905593,76561198043905593,205,240
76561198043907775,76561198043907775,1928,4000
76561198043908757,76561198043908757,1394,240
76561198043910487,76561198043910487,0,0
Darthlambrou,76561198043910671,0,2100
76561198043913691,76561198043913691,1355,4000
Madtf,76561198043914108,987,10
76561198043914323,76561198043914323,49585,240
76561198043916752,76561198043916752,0,33230
afunkasaurus,76561198043916859,817,300
76561198043919150,76561198043919150,640,4000
76561198043920109,76561198043920109,2402,4000
76561198043920138,76561198043920138,0,0
76561198043921170,76561198043921170,772,240
76561198043922054,76561198043922054,0,0
76561198043924024,76561198043924024,0,205790
alteaux,76561198043924596,0,0
76561198043924662,76561198043924662,14,4000
kroozer55,76561198043925427,199,4000
ibladwell,76561198043926084,61,220
posocer,76561198043926469,2413,4000
sherlad,76561198043926959,9813,240
76561198043927082,76561198043927082,215,240
76561198043927906,76561198043927906,0,240
76561198043928101,76561198043928101,8275,4000
76561198043928583,76561198043928583,68,35140
76561198043928985,76561198043928985,5300,105600
76561198043929736,76561198043929736,234,2700
76561198043930128,76561198043930128,1012,6910
76561198043931048,76561198043931048,0,205790
76561198043932223,76561198043932223,754,63380
Gamer_down_under,76561198043933142,2,240
76561198043933250,76561198043933250,888,4000
76561198043934356,76561198043934356,129,400
76561198043935674,76561198043935674,456,4000
76561198043936178,76561198043936178,219,550
drizzlexstyle,76561198043936488,0,17080
76561198043937230,76561198043937230,389,4000
76561198043938938,76561198043938938,0,2400
76561198043939663,76561198043939663,0,0
76561198043939811,76561198043939811,141,320
76561198043940606,76561198043940606,163,220
76561198043940827,76561198043940827,377,220
76561198043943626,76561198043943626,0,0
chandlerthewise,76561198043944070,126,4000
76561198043944436,76561198043944436,20,22370
76561198043945675,76561198043945675,0,0
Frixo,76561198043946070,0,0
76561198043946150,76561198043946150,46,1200
76561198043946426,76561198043946426,168,550
76561198043947086,76561198043947086,7941,4000
yfyfgyfgyftyt,76561198043948312,1305,240
76561198043950562,76561198043950562,0,0
76561198043952592,76561198043952592,206,12140
76561198043953779,76561198043953779,3361,550
76561198043955404,76561198043955404,0,320
76561198043958807,76561198043958807,55,10
76561198043959357,76561198043959357,0,205790
76561198043961228,76561198043961228,1041,4000
76561198043963978,76561198043963978,183,240
76561198043976818,76561198043976818,127,4000
76561198043979986,76561198043979986,0,4000
Airtay,76561198043982909,0,320
76561198043990307,76561198043990307,37,43110
Nessies_Nine_Iron,76561198043990777,0,218230
76561198043991681,76561198043991681,833,4000
Gatty,76561198043998241,0,4000
I_Is_Spider,76561198044001551,23947,4000
dustinmagix,76561198044002141,67,220
76561198044003831,76561198044003831,52,70
76561198044006737,76561198044006737,731,550
International_Pie_Day,76561198044006973,173,4000
sonikninja,76561198044010305,0,91700
76561198044010975,76561198044010975,0,6900
nimwashere,76561198044012257,0,0
Wazkick3n,76561198044015366,83,2400
76561198044016425,76561198044016425,0,0
74345,76561198044016557,22,4000
76561198044016647,76561198044016647,22077,4000
76561198044016737,76561198044016737,15,240
bootypolice,76561198044016854,305,4000
76561198044018201,76561198044018201,0,205790
76561198044018471,76561198044018471,661,4000
76561198044018636,76561198044018636,0,0
76561198044019731,76561198044019731,4256,8980
Ilikesalad,76561198044020055,975,4000
76561198044020172,76561198044020172,42,40950
76561198044020839,76561198044020839,0,0
whenlifegivesyoulemons,76561198044021102,0,2100
76561198044022714,76561198044022714,3068,4000
Clarian,76561198044022921,75,400
76561198044023253,76561198044023253,15,550
Foozball,76561198044023699,16,400
76561198044023835,76561198044023835,667,16450
76561198044024073,76561198044024073,259,91310
PUGSAREPRO,76561198044024641,1772,240
fusefinal,76561198044025509,4577,4000
reneeisawesome,76561198044026772,0,0
76561198044027640,76561198044027640,0,17470
76561198044027872,76561198044027872,30762,4000
Deckard_Cain,76561198044027915,3314,12320
Churbudda,76561198044028320,49,240
76561198044029212,76561198044029212,298,17300
76561198044031039,76561198044031039,18978,4000
oichisantorisan,76561198044031361,1,220
AyVee8,76561198044031804,30,550
76561198044031821,76561198044031821,7221,550
BreakerrOne,76561198044031884,29,12200
76561198044034560,76561198044034560,0,0
76561198044034973,76561198044034973,3277,4000
Suthy,76561198044036107,1427,4000
76561198044036852,76561198044036852,1005,240
mvpatski,76561198044037418,1609,240
76561198044038605,76561198044038605,0,0
76561198044039367,76561198044039367,1279,240
76561198044039603,76561198044039603,0,0
turtledanny,76561198044040120,0,205790
76561198044041090,76561198044041090,0,0
76561198044041959,76561198044041959,850,4000
76561198044042186,76561198044042186,8422,730
Weet_Bix_Kid_97,76561198044042916,0,0
76561198044043354,76561198044043354,1016,4000
expansionking,76561198044043844,140,4000
DrukPancake,76561198044044625,1827,4000
76561198044045178,76561198044045178,11009,240
jtman12345678,76561198044045196,5607,4000
76561198044048431,76561198044048431,0,0
76561198044048582,76561198044048582,202,243870
76561198044048699,76561198044048699,1,205790
76561198044049230,76561198044049230,62,17470
Kaskade_,76561198044049470,0,7650
76561198044051389,76561198044051389,0,0
76561198044051514,76561198044051514,642,550
76561198044053878,76561198044053878,1055,1250
76561198044055474,76561198044055474,171,20570
76561198044057712,76561198044057712,209,400
76561198044058154,76561198044058154,0,0
endmysufferingfromIB,76561198044058164,914,4000
76561198044060957,76561198044060957,10886,4000
endrewh,76561198044062441,393,12210
FrostBladeGaming,76561198044063038,4680,240
nickorawrus,76561198044069312,0,4540
76561198044069640,76561198044069640,0,0
76561198044079672,76561198044079672,1275,31280
EL_BARTO92,76561198044085703,0,1200
76561198044092794,76561198044092794,563,31280
76561198044092869,76561198044092869,49,240
76561198044095523,76561198044095523,236,17080
76561198044100503,76561198044100503,19,99900
76561198044101387,76561198044101387,156,240
carlosbala,76561198044108970,60598,4000
76561198044109246,76561198044109246,544,33910
76561198044110499,76561198044110499,0,0
76561198044116529,76561198044116529,29,3910
Chemicallision,76561198044116573,664,4000
Hothand621,76561198044116579,31,4560
76561198044117409,76561198044117409,33240,105600
76561198044117961,76561198044117961,745,240
sarahwaleson,76561198044118095,9776,240
notwrite,76561198044118393,0,0
denothedino,76561198044118655,204,22380
theamazingflute,76561198044119139,3,240
unicornattackz,76561198044119543,34,320
76561198044119957,76561198044119957,84,240
76561198044120483,76561198044120483,25654,4000
DripRoidz,76561198044120796,0,0
76561198044122959,76561198044122959,1213,240
76561198044123989,76561198044123989,408,300
76561198044125060,76561198044125060,0,0
76561198044127652,76561198044127652,3943,22380
76561198044127901,76561198044127901,85,4000
76561198044128695,76561198044128695,50,70
76561198044129150,76561198044129150,14676,730
76561198044129784,76561198044129784,0,0
76561198044130243,76561198044130243,1864,4000
